cpu_percent,memory_percent,restart_count,response_time_ms,error_rate_percent,pod_phase,pod_phase_encoded,container_ready,oom_killed,network_errors,disk_pressure,pod_state_label
28.52,45.18,0,299.37,0.88,Running,0,1,0,0,0,Normal
25.66,36.96,0,235.69,1.11,Running,0,1,0,1,0,Normal
80.0,86.38,3,2342.52,6.29,Running,0,0,1,32,0,SLA_Violation
37.22,31.83,0,411.51,0.09,Running,0,1,0,3,0,Normal
73.36,68.79,3,1626.29,3.48,Running,0,1,0,4,0,Warning
28.45,46.88,0,247.65,0.79,Running,0,1,0,3,0,Normal
22.31,36.13,0,204.35,0.17,Running,0,1,0,1,0,Normal
84.51,97.07,4,2550.4,10.31,Running,0,1,0,26,1,SLA_Violation
32.2,31.13,0,423.15,0.72,Running,0,1,0,3,0,Normal
23.57,39.71,0,276.59,0.0,Running,0,1,0,2,0,Normal
90.62,93.47,5,3418.97,7.84,Pending,1,1,1,33,0,SLA_Violation
83.51,92.17,3,2924.91,10.28,Pending,1,1,1,13,1,SLA_Violation
84.73,87.17,3,2142.23,8.07,Running,0,1,0,19,1,SLA_Violation
14.52,42.76,0,347.03,0.79,Running,0,1,0,2,0,Normal
73.11,87.26,2,1761.6,2.89,Running,0,1,1,12,0,Warning
81.46,83.6,2,2775.64,5.0,Running,0,0,0,34,0,SLA_Violation
80.67,85.58,3,1236.3,3.31,Running,0,1,0,5,0,Warning
30.17,43.84,0,428.75,0.0,Running,0,1,0,0,0,Normal
26.82,32.34,1,187.95,0.26,Running,0,1,0,3,0,Normal
34.28,32.21,0,176.43,1.94,Running,0,1,0,1,0,Normal
86.6,88.56,2,2000.0,7.52,Running,0,1,0,20,0,SLA_Violation
28.36,16.11,1,214.38,0.9,Running,0,1,0,0,0,Normal
49.44,38.67,0,388.25,0.42,Running,0,1,0,1,0,Normal
29.13,45.91,1,433.02,1.15,Running,0,1,0,1,0,Normal
63.47,74.46,1,1583.26,3.24,Running,0,1,1,15,0,Warning
75.1,81.56,2,1800.84,5.19,Running,0,1,0,14,0,Warning
83.02,81.18,4,2679.12,10.77,Unknown,4,0,0,27,1,SLA_Violation
25.23,41.87,1,355.66,0.6,Running,0,1,0,3,0,Normal
72.06,67.61,3,815.5,2.39,Running,0,0,0,14,0,Warning
26.1,45.97,0,291.75,0.24,Running,0,1,0,3,0,Normal
21.09,41.57,0,408.67,1.03,Running,0,1,0,1,0,Normal
36.06,20.24,0,271.87,1.47,Running,0,1,0,0,0,Normal
41.22,19.62,0,295.55,0.68,Running,0,1,0,1,0,Normal
65.9,65.0,2,1529.65,2.71,Running,0,1,0,4,0,Warning
80.3,86.23,4,2433.16,6.98,Running,0,0,0,29,1,SLA_Violation
21.16,32.8,0,159.41,0.66,Running,0,1,0,0,0,Normal
2.0,32.11,1,373.53,0.0,Running,0,1,0,3,0,Normal
37.16,46.56,0,50.0,0.42,Running,0,1,0,3,0,Normal
78.0,87.41,4,2496.41,5.0,Pending,1,1,1,39,0,SLA_Violation
49.25,37.86,0,232.08,1.23,Running,0,1,0,2,0,Normal
12.04,22.71,0,116.04,1.4,Running,0,1,0,1,0,Normal
33.32,41.59,0,324.08,0.79,Running,0,1,0,3,0,Normal
30.78,37.71,1,308.61,0.2,Running,0,1,0,0,0,Normal
29.53,37.74,0,308.84,0.0,Running,0,1,0,1,0,Normal
61.24,83.66,1,1407.9,4.08,Running,0,1,0,14,0,Warning
19.08,20.27,0,232.51,0.39,Running,0,1,0,2,0,Normal
66.68,85.35,2,1553.86,5.35,Running,0,1,0,8,0,Warning
34.04,10.87,0,384.48,0.0,Running,0,1,0,1,0,Normal
32.31,27.25,0,471.42,1.22,Running,0,1,0,1,0,Normal
22.58,33.73,0,319.57,0.93,Running,0,1,0,2,0,Normal
72.23,66.8,2,1284.73,3.5,Running,0,1,0,5,0,Warning
81.88,78.42,1,1267.98,4.15,Running,0,1,0,9,0,Warning
93.84,100.0,5,0.0,33.02,CrashLoopBackOff,3,0,1,90,1,Failed
22.55,33.88,0,302.36,0.4,Running,0,1,0,3,0,Normal
54.63,31.93,0,346.95,0.0,Running,0,1,0,2,0,Normal
34.32,46.42,0,257.79,0.0,Running,0,1,0,1,0,Normal
84.77,88.09,4,2862.04,11.02,Pending,1,1,0,19,1,SLA_Violation
68.96,68.15,2,1149.92,3.7,Running,0,1,0,11,0,Warning
34.79,29.54,0,362.29,0.73,Running,0,1,0,0,0,Normal
30.43,25.98,0,261.45,0.0,Running,0,1,0,1,0,Normal
73.89,75.21,2,1556.54,4.0,Running,0,1,1,4,0,Warning
96.16,95.19,3,3595.68,19.16,CrashLoopBackOff,3,0,0,97,1,Failed
30.5,27.64,0,368.81,0.17,Running,0,1,0,2,0,Normal
73.73,75.93,1,1723.88,4.4,Running,0,1,0,11,0,Warning
36.94,13.94,0,395.53,1.26,Running,0,1,0,0,0,Normal
25.18,37.37,0,228.73,0.0,Running,0,1,0,1,0,Normal
66.09,70.68,2,1393.54,2.54,Running,0,0,1,11,0,Warning
92.8,91.92,3,0.0,31.82,Unknown,4,0,1,26,0,Failed
53.8,46.26,0,319.45,0.19,Running,0,1,0,3,0,Normal
86.76,89.63,3,2243.34,8.57,Running,0,0,0,30,0,SLA_Violation
3.78,97.22,5,4712.42,22.93,Failed,2,0,1,76,1,Failed
70.9,68.32,3,1852.17,2.48,Running,0,1,0,15,0,Warning
86.91,90.07,2,2025.69,7.15,Running,0,1,0,30,1,SLA_Violation
20.9,48.91,0,208.9,0.17,Running,0,1,0,1,0,Normal
17.76,21.42,1,427.3,0.77,Running,0,1,0,0,0,Normal
31.4,28.43,0,372.61,0.09,Running,0,1,0,2,0,Normal
37.94,26.27,1,248.44,0.88,Running,0,1,0,1,0,Normal
78.91,79.78,3,1185.1,3.05,Running,0,1,0,9,0,Warning
0.75,100.0,5,3000.0,17.21,Failed,2,0,0,36,0,Failed
0.0,89.42,5,5625.29,25.3,Failed,2,0,1,42,0,Failed
94.44,95.73,2,2716.52,7.63,Running,0,1,1,30,1,SLA_Violation
30.66,8.45,0,188.44,0.55,Running,0,1,0,3,0,Normal
36.16,37.9,1,228.6,0.97,Running,0,1,0,2,0,Normal
83.86,82.5,2,1796.88,2.94,Running,0,1,0,8,0,Warning
91.46,88.73,4,2755.78,7.73,Running,0,1,0,12,1,SLA_Violation
28.79,26.4,0,293.43,0.99,Running,0,1,0,1,0,Normal
25.59,43.93,0,358.97,0.35,Running,0,1,0,0,0,Normal
43.89,31.44,0,420.76,0.72,Running,0,1,0,1,0,Normal
71.87,67.9,3,1473.52,3.3,Pending,1,1,0,10,0,Warning
78.0,86.91,2,2098.1,8.17,Unknown,4,1,0,18,0,SLA_Violation
82.45,65.18,1,2013.69,3.37,Running,0,1,0,11,0,Warning
20.25,42.58,0,264.28,0.46,Running,0,1,0,1,0,Normal
68.77,68.47,1,1717.2,3.21,Running,0,1,0,11,0,Warning
15.63,40.51,0,203.55,0.0,Running,0,1,0,0,0,Normal
41.93,23.04,1,114.68,0.81,Running,0,1,0,0,0,Normal
26.96,32.82,0,274.84,0.62,Running,0,1,0,2,0,Normal
22.47,49.76,0,181.9,0.72,Running,0,1,0,3,0,Normal
36.42,27.4,0,218.1,1.01,Running,0,1,0,1,0,Normal
20.09,28.93,0,370.98,0.52,Running,0,1,0,3,0,Normal
78.0,96.74,4,2234.99,6.19,Pending,1,1,1,37,0,SLA_Violation
32.56,41.25,0,456.89,0.0,Running,0,1,0,3,0,Normal
38.26,42.43,0,289.03,0.89,Running,0,1,0,1,0,Normal
39.34,21.18,0,439.98,0.0,Running,0,1,0,0,0,Normal
18.65,32.38,0,454.0,0.35,Running,0,1,0,1,0,Normal
29.68,49.32,1,275.97,0.0,Running,0,1,0,0,0,Normal
68.66,85.97,1,1521.26,5.43,Running,0,0,1,9,1,Warning
77.9,69.84,2,1515.32,2.65,Pending,1,0,0,8,0,Warning
23.32,70.0,0,381.49,0.93,Running,0,1,0,0,0,Normal
23.77,50.7,0,387.95,1.44,Running,0,1,0,1,0,Normal
48.33,20.21,0,211.21,0.0,Running,0,1,0,1,0,Normal
20.56,38.23,0,254.66,1.54,Running,0,1,0,3,0,Normal
49.05,34.94,0,456.43,1.24,Running,0,1,0,2,0,Normal
82.3,80.0,3,2391.02,5.71,Pending,1,0,0,28,1,SLA_Violation
32.07,35.89,0,305.04,0.76,Running,0,1,0,1,0,Normal
17.87,39.11,1,264.83,0.6,Running,0,1,0,3,0,Normal
39.57,22.76,0,277.5,0.44,Running,0,1,0,3,0,Normal
9.5,92.12,5,0.0,17.9,Pending,1,0,0,70,0,Failed
80.74,71.06,1,1638.01,5.48,Running,0,1,0,8,0,Warning
71.4,83.9,2,2001.41,4.53,Running,0,1,0,12,0,Warning
29.83,41.42,0,197.01,0.11,Running,0,1,0,1,0,Normal
81.37,99.0,4,2093.71,5.35,Running,0,1,0,29,0,SLA_Violation
63.65,79.48,3,1542.79,4.59,Running,0,1,0,11,0,Warning
36.71,21.2,0,235.42,1.18,Running,0,1,0,3,0,Normal
70.37,84.5,1,1455.1,2.53,Running,0,0,0,10,0,Warning
83.18,83.16,3,2217.22,7.4,Running,0,0,1,36,0,SLA_Violation
35.12,19.1,0,298.61,0.21,Running,0,1,0,3,0,Normal
81.11,88.66,4,2224.77,9.76,Pending,1,0,1,36,0,SLA_Violation
81.5,84.45,1,1351.53,2.54,Running,0,0,0,10,0,Warning
30.82,33.5,0,251.29,0.0,Running,0,1,0,2,0,Normal
94.88,97.75,4,5665.11,36.01,Failed,2,0,1,74,1,Failed
78.0,90.01,3,2136.27,5.0,Running,0,0,0,33,0,SLA_Violation
25.71,45.69,0,270.21,1.28,Running,0,1,0,2,0,Normal
88.29,86.03,4,3080.02,7.89,Running,0,1,0,25,1,SLA_Violation
20.67,53.59,1,320.76,0.51,Running,0,1,0,2,0,Normal
65.16,84.44,3,1655.18,4.13,Running,0,1,0,14,0,Warning
81.95,92.17,4,2955.91,5.66,Running,0,0,0,14,0,SLA_Violation
15.83,40.81,0,174.13,0.58,Running,0,1,0,1,0,Normal
25.53,47.19,0,268.57,1.05,Running,0,1,0,0,0,Normal
67.89,83.0,2,2118.1,2.43,Running,0,1,0,14,0,Warning
86.75,99.0,4,2533.29,7.12,Pending,1,1,1,10,1,SLA_Violation
37.88,35.41,0,163.42,1.07,Running,0,1,0,0,0,Normal
9.97,30.83,1,396.59,0.32,Running,0,1,0,1,0,Normal
80.84,92.4,5,2074.44,5.0,Running,0,0,0,13,0,SLA_Violation
32.75,33.17,0,200.51,0.82,Running,0,1,0,2,0,Normal
87.79,86.2,4,2354.33,7.94,Pending,1,0,0,20,0,SLA_Violation
41.9,32.17,0,352.38,0.78,Running,0,1,0,3,0,Normal
38.79,35.39,0,227.01,0.27,Running,0,1,0,2,0,Normal
14.09,93.06,5,5804.79,21.72,Unknown,4,0,0,76,0,Failed
72.88,87.12,2,1729.29,2.26,Running,0,1,0,6,0,Warning
24.28,47.56,0,311.35,0.0,Running,0,1,0,2,0,Normal
65.45,80.63,3,1798.32,3.52,Pending,1,0,0,8,0,Warning
54.75,43.24,0,280.52,0.09,Running,0,1,0,0,0,Normal
64.2,77.68,3,1353.37,5.17,Running,0,1,0,5,0,Warning
93.8,91.17,2,2000.0,5.66,Running,0,1,1,29,0,SLA_Violation
42.56,29.37,0,389.77,0.74,Running,0,1,0,1,0,Normal
30.52,27.97,0,292.46,0.59,Running,0,1,0,0,0,Normal
91.2,83.57,3,2368.59,7.09,Running,0,0,0,10,0,SLA_Violation
36.63,25.92,0,194.67,0.84,Running,0,1,0,0,0,Normal
14.82,47.85,0,287.53,0.0,Running,0,1,0,0,0,Normal
82.12,89.9,4,2233.65,7.04,Running,0,0,1,32,0,SLA_Violation
3.99,91.25,4,4701.02,39.15,Unknown,4,0,1,72,1,Failed
46.85,14.8,0,387.28,0.63,Running,0,1,0,0,0,Normal
39.24,29.5,0,158.54,0.79,Running,0,1,0,0,0,Normal
20.59,21.12,2,194.53,0.8,Running,0,1,0,0,0,Normal
31.39,42.82,0,353.53,0.29,Running,0,1,0,1,0,Normal
29.3,29.89,1,283.17,0.02,Running,0,1,0,0,0,Normal
33.9,45.75,0,234.67,1.14,Running,0,1,0,2,0,Normal
31.14,37.41,0,164.05,0.0,Running,0,1,0,1,0,Normal
73.15,81.32,2,1298.59,5.17,Pending,1,1,0,3,0,Warning
37.35,25.92,0,302.47,1.74,Running,0,1,0,0,0,Normal
62.06,79.23,1,1403.18,4.21,Running,0,0,1,11,0,Warning
42.67,31.14,0,389.51,1.61,Running,0,1,0,2,0,Normal
30.66,42.85,0,252.76,0.51,Running,0,1,0,2,0,Normal
70.59,81.38,3,1861.4,3.39,Running,0,1,0,6,0,Warning
12.65,98.39,10,0.0,18.88,Unknown,4,0,1,54,1,Failed
80.13,92.75,2,2000.0,8.35,Running,0,1,0,26,1,SLA_Violation
63.35,81.59,1,1505.17,4.83,Running,0,1,0,11,0,Warning
41.41,49.35,0,416.87,0.57,Running,0,1,0,3,0,Normal
18.41,24.47,0,133.05,0.0,Running,0,1,0,0,0,Normal
30.69,29.4,0,285.59,0.75,Running,0,1,0,0,0,Normal
69.57,66.03,1,1484.03,2.6,Pending,1,1,0,9,1,Warning
27.29,48.43,0,278.36,1.39,Running,0,1,0,1,0,Normal
44.32,29.21,0,211.11,0.47,Running,0,1,0,0,0,Normal
98.46,98.63,6,0.0,17.26,Failed,2,0,0,24,1,Failed
23.24,42.13,0,312.15,0.16,Running,0,1,0,0,0,Normal
26.48,34.29,0,174.81,0.88,Running,0,1,0,0,0,Normal
25.21,7.16,0,298.09,0.13,Running,0,1,0,2,0,Normal
46.89,29.15,0,212.19,0.75,Running,0,1,0,2,0,Normal
23.4,27.21,0,340.76,0.0,Running,0,1,0,0,0,Normal
15.43,52.26,0,346.36,0.37,Running,0,1,0,2,0,Normal
29.97,40.06,0,377.87,0.12,Running,0,1,0,1,0,Normal
33.66,29.93,0,284.88,0.58,Running,0,1,0,3,0,Normal
29.93,42.36,0,338.97,0.0,Running,0,1,0,3,0,Normal
16.42,31.3,0,446.29,0.07,Running,0,1,0,2,0,Normal
83.75,85.32,3,2222.98,7.36,Running,0,1,0,25,1,SLA_Violation
93.4,90.28,2,2098.23,12.51,Running,0,0,1,31,0,SLA_Violation
30.79,29.23,0,412.97,0.27,Running,0,1,0,0,0,Normal
46.63,26.29,0,414.4,0.6,Running,0,1,0,3,0,Normal
42.91,54.02,0,209.39,1.14,Running,0,1,0,0,0,Normal
15.91,24.53,0,235.73,0.75,Running,0,1,0,3,0,Normal
30.33,33.33,0,311.7,0.8,Running,0,1,0,0,0,Normal
97.0,100.0,3,4978.64,19.79,Unknown,4,0,0,73,1,Failed
36.14,23.56,0,245.7,1.0,Running,0,1,0,3,0,Normal
0.0,89.04,3,5048.72,36.42,CrashLoopBackOff,3,0,0,32,1,Failed
41.29,36.11,1,460.71,0.45,Running,0,1,0,0,0,Normal
28.61,9.33,0,264.21,0.93,Running,0,1,0,3,0,Normal
45.64,26.7,0,336.98,1.02,Running,0,1,0,0,0,Normal
72.09,65.0,1,1574.19,4.26,Running,0,1,0,12,0,Warning
64.42,72.97,3,1153.35,1.5,Running,0,1,0,3,0,Warning
40.27,34.96,1,427.81,0.93,Running,0,1,0,2,0,Normal
82.87,87.58,4,2783.09,8.93,Unknown,4,1,0,35,1,SLA_Violation
33.23,46.06,0,276.27,0.0,Running,0,1,0,3,0,Normal
29.35,37.05,0,203.88,0.0,Running,0,1,0,0,0,Normal
96.34,94.34,4,4640.31,40.21,Unknown,4,0,1,36,0,Failed
42.62,22.63,0,257.38,0.93,Running,0,1,0,0,0,Normal
36.02,34.59,0,208.99,0.16,Running,0,1,0,2,0,Normal
81.9,89.38,2,3351.86,5.63,Pending,1,0,1,28,0,SLA_Violation
78.84,87.46,3,3015.87,5.0,Pending,1,0,0,10,0,SLA_Violation
44.54,33.28,0,241.25,0.0,Running,0,1,0,2,0,Normal
37.07,33.29,0,313.66,0.05,Running,0,1,0,1,0,Normal
26.81,30.13,0,291.95,0.17,Running,0,1,0,3,0,Normal
60.0,90.0,1,1090.98,3.68,Running,0,0,0,7,1,Warning
78.0,80.0,3,2548.91,7.35,Running,0,1,0,13,0,SLA_Violation
82.09,78.2,1,1455.06,2.55,Pending,1,1,0,5,0,Warning
83.99,82.43,1,1126.1,3.54,Running,0,1,0,11,1,Warning
31.44,31.54,0,361.75,0.92,Running,0,1,0,3,0,Normal
28.1,32.19,0,419.92,0.97,Running,0,1,0,0,0,Normal
0.0,96.38,4,5698.08,10.0,Failed,2,0,1,76,1,Failed
74.01,71.67,1,1433.74,2.59,Running,0,1,0,12,0,Warning
28.52,48.92,0,264.29,0.98,Running,0,1,0,0,0,Normal
21.94,42.59,0,300.13,0.68,Running,0,1,0,1,0,Normal
30.07,41.42,1,94.59,0.0,Running,0,1,0,1,0,Normal
87.5,80.0,4,2234.71,6.89,Unknown,4,1,0,23,0,SLA_Violation
92.52,96.09,4,6009.29,15.42,Pending,1,0,1,55,1,Failed
24.25,27.69,1,106.29,0.57,Running,0,1,0,1,0,Normal
39.35,45.17,0,230.34,0.0,Running,0,1,0,3,0,Normal
72.17,81.63,2,1546.46,3.79,Pending,1,1,0,6,0,Warning
41.42,27.61,0,282.4,1.32,Running,0,1,0,3,0,Normal
28.03,22.33,0,246.45,0.03,Running,0,1,0,3,0,Normal
33.57,26.04,0,321.68,0.13,Running,0,1,0,0,0,Normal
8.77,38.07,0,311.88,0.76,Running,0,1,0,0,0,Normal
23.27,27.2,0,332.12,1.26,Running,0,1,0,0,0,Normal
30.11,39.25,1,274.27,0.0,Running,0,1,0,0,0,Normal
39.67,44.08,0,356.86,0.41,Running,0,1,0,1,0,Normal
88.58,92.47,2,3310.08,8.98,Running,0,0,1,28,1,SLA_Violation
0.0,95.62,5,0.0,32.09,Failed,2,0,0,63,0,Failed
4.52,100.0,10,0.0,29.19,CrashLoopBackOff,3,0,1,53,0,Failed
22.01,15.93,0,283.86,0.0,Running,0,1,0,2,0,Normal
70.71,75.28,1,1835.56,1.99,Running,0,1,0,10,0,Warning
39.08,35.98,1,382.31,0.28,Running,0,1,0,2,0,Normal
16.68,22.83,0,196.66,0.74,Running,0,1,0,2,0,Normal
83.82,70.48,1,1688.74,1.98,Running,0,1,0,5,1,Warning
31.8,41.69,0,184.15,0.4,Running,0,1,0,0,0,Normal
37.16,5.66,0,406.84,0.68,Running,0,1,0,1,0,Normal
37.17,30.87,0,162.18,0.77,Running,0,1,0,3,0,Normal
29.17,35.32,1,387.01,0.88,Running,0,1,0,2,0,Normal
49.21,36.54,1,244.7,0.41,Running,0,1,0,2,0,Normal
87.49,93.08,3,2000.0,7.02,Running,0,1,0,14,0,SLA_Violation
84.88,73.08,1,1779.3,3.99,Running,0,1,1,14,0,Warning
0.95,91.78,5,5020.27,10.0,Unknown,4,0,1,39,1,Failed
27.3,37.53,0,442.77,0.7,Running,0,1,0,2,0,Normal
77.0,84.32,1,1210.6,3.33,Running,0,1,0,6,0,Warning
54.25,34.21,2,389.31,0.98,Running,0,1,0,3,0,Normal
15.22,38.1,1,311.74,0.66,Running,0,1,0,1,0,Normal
22.46,23.83,0,261.92,0.45,Running,0,1,0,0,0,Normal
41.85,53.17,0,411.73,0.93,Running,0,1,0,0,0,Normal
2.96,95.84,3,0.0,30.77,Failed,2,0,0,73,1,Failed
77.76,79.29,2,1807.54,2.6,Pending,1,1,0,13,1,Warning
39.33,28.04,1,224.73,0.77,Running,0,1,0,0,0,Normal
42.16,39.88,0,301.66,0.66,Running,0,1,0,0,0,Normal
31.36,23.74,0,200.59,0.46,Running,0,1,0,0,0,Normal
30.8,35.11,0,354.09,0.39,Running,0,1,0,1,0,Normal
35.63,33.55,0,445.87,0.54,Running,0,1,0,1,0,Normal
53.41,38.52,1,282.91,0.05,Running,0,1,0,3,0,Normal
15.57,25.09,0,229.63,0.7,Running,0,1,0,0,0,Normal
67.79,76.5,1,1884.59,3.41,Running,0,1,0,9,0,Warning
50.79,23.24,1,287.95,0.23,Running,0,1,0,2,0,Normal
39.37,12.6,0,184.55,0.45,Running,0,1,0,2,0,Normal
84.41,76.81,3,1094.54,2.3,Pending,1,1,0,13,0,Warning
95.04,84.89,2,2028.52,9.95,Pending,1,1,0,25,1,SLA_Violation
91.07,94.37,5,2024.98,5.0,Unknown,4,1,1,18,0,SLA_Violation
73.07,77.68,1,1609.38,4.98,Running,0,1,0,8,0,Warning
78.0,92.3,2,2000.0,8.71,Running,0,0,0,10,0,SLA_Violation
82.15,83.93,4,2195.05,5.0,Running,0,1,1,22,1,SLA_Violation
85.24,84.14,3,2893.15,8.28,Running,0,0,1,38,1,SLA_Violation
95.13,89.83,3,2760.34,9.8,Pending,1,1,1,25,0,SLA_Violation
23.72,20.12,0,316.01,0.0,Running,0,1,0,0,0,Normal
88.0,86.64,1,2149.19,3.56,Running,0,0,0,11,0,Warning
76.4,71.32,3,1764.88,2.28,Pending,1,1,0,7,0,Warning
4.57,27.09,0,183.56,1.24,Running,0,1,0,3,0,Normal
95.89,80.99,4,3145.86,8.9,Running,0,0,0,20,1,SLA_Violation
14.3,31.1,0,253.59,0.87,Running,0,1,0,2,0,Normal
17.71,34.01,0,245.13,0.74,Running,0,1,0,1,0,Normal
27.83,29.65,0,282.94,1.52,Running,0,1,0,2,0,Normal
82.5,82.79,4,2791.72,6.71,Running,0,1,1,29,0,SLA_Violation
15.85,57.31,0,271.8,0.31,Running,0,1,0,1,0,Normal
31.6,52.3,0,165.62,0.64,Running,0,1,0,3,0,Normal
50.87,36.29,0,201.17,0.19,Running,0,1,0,2,0,Normal
73.66,85.65,3,1398.2,4.33,Running,0,1,0,7,0,Warning
15.65,20.56,0,261.38,1.22,Running,0,1,0,3,0,Normal
30.69,37.9,1,322.25,1.05,Running,0,1,0,0,0,Normal
23.9,41.88,0,233.53,1.49,Running,0,1,0,0,0,Normal
92.6,97.2,4,0.0,28.27,Failed,2,0,1,55,0,Failed
86.36,82.55,2,3306.68,8.79,Running,0,0,0,29,1,SLA_Violation
82.87,70.77,1,1624.96,3.7,Pending,1,1,0,14,0,Warning
81.02,84.28,1,1557.92,1.98,Running,0,1,1,6,0,Warning
47.8,40.56,0,251.33,0.7,Running,0,1,0,0,0,Normal
14.89,45.55,0,182.3,0.39,Running,0,1,0,0,0,Normal
95.73,95.43,10,5634.96,24.72,Failed,2,0,0,83,1,Failed
71.74,75.68,1,1443.28,1.81,Running,0,1,0,4,1,Warning
80.39,89.22,5,2375.44,6.69,Running,0,0,0,32,1,SLA_Violation
83.06,83.68,2,2253.45,6.39,Running,0,1,1,37,1,SLA_Violation
30.05,38.93,0,285.56,0.0,Running,0,1,0,2,0,Normal
15.0,90.48,3,0.0,30.17,Failed,2,0,1,41,1,Failed
33.61,40.21,1,264.58,0.62,Running,0,1,0,3,0,Normal
72.49,72.5,1,1573.62,4.56,Running,0,1,0,14,0,Warning
29.78,34.84,0,385.45,0.98,Running,0,1,0,3,0,Normal
45.84,17.44,0,372.41,0.8,Running,0,1,0,0,0,Normal
79.69,89.26,3,3025.56,5.34,Pending,1,1,0,29,1,SLA_Violation
75.54,81.97,3,1178.69,3.36,Running,0,1,0,6,0,Warning
86.81,84.02,2,2060.42,6.73,Pending,1,0,0,38,0,SLA_Violation
89.81,91.22,3,2069.29,8.3,Pending,1,0,0,21,0,SLA_Violation
92.49,93.53,4,6122.97,31.56,Unknown,4,0,0,37,0,Failed
29.98,30.83,0,268.82,0.55,Running,0,1,0,0,0,Normal
19.32,31.52,0,282.75,0.0,Running,0,1,0,3,0,Normal
65.29,78.28,2,1502.85,3.19,Running,0,0,0,13,0,Warning
20.89,50.77,0,232.96,0.63,Running,0,1,0,2,0,Normal
25.12,35.36,0,336.61,0.0,Running,0,1,0,0,0,Normal
29.93,46.91,0,440.92,0.43,Running,0,1,0,2,0,Normal
72.33,90.0,3,1840.48,2.88,Pending,1,1,0,4,0,Warning
9.78,90.96,5,6087.73,28.34,Pending,1,0,0,66,0,Failed
3.72,92.48,5,6461.99,22.53,Unknown,4,0,0,47,1,Failed
68.71,74.36,2,1557.91,2.47,Pending,1,1,0,7,0,Warning
24.35,28.82,0,367.62,0.06,Running,0,1,0,0,0,Normal
78.0,80.0,4,2000.0,9.72,Pending,1,0,0,17,0,SLA_Violation
30.16,40.01,1,342.92,0.53,Running,0,1,0,3,0,Normal
29.25,45.45,0,311.68,1.2,Running,0,1,0,3,0,Normal
76.97,70.06,1,1350.86,2.77,Running,0,1,0,12,1,Warning
42.18,30.95,0,236.12,0.66,Running,0,1,0,0,0,Normal
29.03,37.95,0,451.19,0.96,Running,0,1,0,0,0,Normal
95.08,93.0,5,5711.05,13.29,Pending,1,0,1,94,1,Failed
97.85,88.07,2,2524.42,5.67,Running,0,0,0,34,1,SLA_Violation
34.97,23.42,0,473.19,1.16,Running,0,1,0,0,0,Normal
0.0,95.82,4,6209.09,30.93,Failed,2,0,1,92,1,Failed
19.98,28.5,0,263.85,0.2,Running,0,1,0,1,0,Normal
45.29,15.79,1,352.47,0.0,Running,0,1,0,0,0,Normal
79.23,80.0,4,2225.47,10.02,Running,0,1,0,14,0,SLA_Violation
32.65,23.02,0,381.37,1.12,Running,0,1,0,2,0,Normal
85.62,98.17,3,2910.78,8.37,Running,0,1,0,24,0,SLA_Violation
21.97,41.27,0,317.34,0.76,Running,0,1,0,3,0,Normal
23.15,36.28,0,234.65,0.0,Running,0,1,0,2,0,Normal
90.99,80.49,3,2553.59,7.67,Unknown,4,0,0,33,0,SLA_Violation
33.27,32.17,0,321.7,0.74,Running,0,1,0,1,0,Normal
77.88,88.87,2,1570.26,3.56,Pending,1,1,0,7,0,Warning
20.93,39.36,0,353.39,0.4,Running,0,1,0,1,0,Normal
35.45,32.07,0,353.68,0.96,Running,0,1,0,1,0,Normal
38.99,36.18,0,216.8,0.19,Running,0,1,0,3,0,Normal
76.76,90.0,1,1397.78,3.96,Running,0,1,0,7,1,Warning
24.44,25.26,0,245.89,0.0,Running,0,1,0,1,0,Normal
43.53,12.7,0,278.89,0.0,Running,0,1,0,3,0,Normal
64.92,86.01,1,1560.32,2.53,Pending,1,0,0,8,0,Warning
67.28,68.88,3,1486.94,3.67,Running,0,1,0,5,0,Warning
87.16,65.0,2,1489.56,3.18,Running,0,1,0,13,0,Warning
90.68,89.77,3,2795.18,7.69,Unknown,4,0,0,17,0,SLA_Violation
64.54,84.69,2,1739.55,4.42,Running,0,1,0,3,0,Warning
7.09,100.0,3,5377.64,22.81,CrashLoopBackOff,3,0,0,61,1,Failed
29.93,34.76,1,258.45,1.32,Running,0,1,0,0,0,Normal
32.96,35.95,0,331.06,1.99,Running,0,1,0,2,0,Normal
18.68,26.55,0,189.55,0.38,Running,0,1,0,3,0,Normal
73.96,71.28,3,1338.08,3.64,Running,0,1,0,9,1,Warning
67.98,77.48,3,1834.27,4.18,Running,0,1,0,5,0,Warning
90.29,93.43,4,2641.41,6.68,Running,0,0,0,32,0,SLA_Violation
92.68,92.91,3,0.0,28.47,Unknown,4,0,1,82,1,Failed
36.97,23.4,0,414.54,0.29,Running,0,1,0,3,0,Normal
19.0,30.61,0,498.7,0.31,Running,0,1,0,1,0,Normal
69.4,73.46,2,1455.41,2.72,Running,0,1,0,12,0,Warning
31.43,45.76,0,325.14,0.0,Running,0,1,0,0,0,Normal
82.93,85.24,5,2526.47,9.66,Running,0,0,1,15,0,SLA_Violation
28.51,34.12,0,442.21,0.94,Running,0,1,0,0,0,Normal
35.74,54.58,2,339.18,0.0,Running,0,1,0,2,0,Normal
38.33,19.08,0,336.16,0.0,Running,0,1,0,3,0,Normal
82.2,86.18,2,2114.94,6.3,Running,0,0,0,38,1,SLA_Violation
