cpu_percent,memory_percent,requests_per_sec,current_replicas,response_time_ms,queue_depth,scale_action
77.97,77.75,988.38,2,2411.07,242,scale_up
83.92,80.13,752.15,4,2495.46,146,scale_up
62.91,58.87,100.0,4,601.97,59,no_change
13.51,27.93,57.17,5,177.84,13,scale_down
81.53,87.52,985.07,2,1549.2,269,scale_up
75.93,86.1,774.14,2,2611.49,199,scale_up
86.69,85.54,687.91,5,2335.92,392,scale_up
17.74,14.49,80.05,10,55.23,14,scale_down
53.12,30.59,197.77,3,747.9,74,no_change
33.5,32.87,358.03,3,433.38,43,no_change
92.13,85.16,683.35,5,2592.15,129,scale_up
71.43,83.78,613.07,4,1990.68,135,scale_up
11.33,30.25,34.96,5,146.07,5,scale_down
43.43,35.26,196.97,6,646.31,33,no_change
84.82,86.1,763.69,1,2116.14,150,scale_up
21.13,17.02,6.81,8,192.38,5,scale_down
39.84,51.0,237.35,3,454.12,48,no_change
21.52,55.09,100.0,2,794.75,54,no_change
92.22,72.72,1038.24,1,3024.32,444,scale_up
12.81,23.29,54.09,7,225.68,1,scale_down
29.11,46.59,391.94,2,722.03,40,no_change
84.7,91.14,835.02,2,2245.48,209,scale_up
89.88,79.51,807.54,2,1885.08,144,scale_up
35.0,16.21,71.88,5,245.44,8,scale_down
29.86,59.17,302.32,5,869.21,61,no_change
36.36,38.72,295.01,6,525.97,77,no_change
81.79,96.23,819.06,2,1886.13,497,scale_up
44.15,56.07,333.74,4,513.41,9,no_change
73.6,79.6,788.36,2,1941.55,405,scale_up
69.2,58.62,313.48,3,545.89,30,no_change
75.0,32.68,250.34,5,532.14,40,no_change
87.09,85.29,599.51,2,1926.16,489,scale_up
88.13,74.68,739.73,2,2269.06,156,scale_up
35.3,54.16,361.26,5,605.76,70,no_change
71.38,60.88,295.91,6,551.79,51,no_change
75.0,40.08,272.78,2,538.53,7,no_change
87.78,98.04,837.0,1,2071.17,346,scale_up
52.83,30.31,281.22,4,855.61,48,no_change
20.3,29.85,80.4,8,114.56,18,scale_down
98.38,65.79,849.87,5,1500.0,408,scale_up
24.3,64.03,230.87,4,786.73,66,no_change
70.0,79.29,617.61,2,2068.59,429,scale_up
73.23,75.0,351.29,3,360.81,6,no_change
76.55,81.28,679.11,1,2463.19,336,scale_up
28.41,12.14,23.15,4,90.98,17,scale_down
12.97,20.42,50.65,7,194.88,16,scale_down
55.89,49.12,304.09,5,612.83,63,no_change
84.6,74.58,619.54,3,2256.91,136,scale_up
42.51,57.88,307.2,2,602.24,39,no_change
22.88,8.76,103.08,8,50.0,20,scale_down
26.61,21.61,34.28,8,76.42,1,scale_down
10.2,18.69,55.85,9,222.28,18,scale_down
85.51,82.56,852.52,2,2068.98,284,scale_up
47.12,48.4,362.65,2,463.06,27,no_change
81.45,82.85,638.53,2,2245.46,396,scale_up
41.81,57.58,437.38,4,518.31,18,no_change
61.37,53.01,261.62,2,600.99,52,no_change
25.38,18.63,89.27,9,144.0,5,scale_down
28.81,47.8,150.97,2,552.34,23,no_change
12.15,34.53,98.28,9,154.27,14,scale_down
24.69,16.82,7.18,3,176.39,20,scale_down
55.42,35.94,210.67,4,740.94,11,no_change
24.75,58.37,268.55,6,683.93,56,no_change
91.92,73.01,628.97,1,2786.51,177,scale_up
84.6,82.62,936.62,3,1815.48,137,scale_up
63.53,59.6,447.0,4,817.89,30,no_change
50.95,61.3,304.46,3,621.79,8,no_change
5.97,18.2,1.0,7,143.13,7,scale_down
94.24,86.22,816.84,4,2119.18,374,scale_up
81.22,72.65,922.8,2,1585.99,202,scale_up
26.63,63.57,320.79,3,606.72,66,no_change
86.45,96.08,808.41,2,2317.32,481,scale_up
75.0,49.05,472.63,3,283.95,20,no_change
76.87,74.66,887.6,1,2909.6,221,scale_up
41.14,64.67,523.72,5,834.71,73,no_change
82.17,86.95,850.91,1,1936.22,366,scale_up
56.41,42.89,312.44,4,393.24,35,no_change
23.56,45.7,331.81,2,430.82,28,no_change
88.68,80.34,897.54,3,2578.26,133,scale_up
70.15,59.05,270.47,5,628.33,40,no_change
33.63,27.88,52.15,7,142.47,14,scale_down
10.21,10.5,101.24,3,173.92,13,scale_down
4.85,19.0,88.11,9,127.65,9,scale_down
79.3,82.85,898.72,5,2021.73,261,scale_up
41.01,56.91,187.52,3,519.27,9,no_change
14.04,25.91,37.17,3,178.16,14,scale_down
24.33,15.95,146.69,3,220.98,2,scale_down
54.09,47.27,244.47,2,849.19,22,no_change
86.47,68.49,543.18,3,2244.98,318,scale_up
52.02,36.25,148.56,4,305.54,55,no_change
38.61,44.56,369.18,4,580.45,21,no_change
92.45,84.84,876.98,5,2591.7,296,scale_up
75.29,75.71,1160.21,5,1500.0,384,scale_up
82.92,83.81,518.46,3,1898.93,181,scale_up
30.97,21.36,32.77,3,160.52,1,scale_down
10.39,33.7,20.27,6,123.86,2,scale_down
27.62,45.57,282.54,4,779.35,77,no_change
77.88,83.87,813.01,1,1500.0,195,scale_up
9.2,13.88,100.49,6,177.29,0,scale_down
52.17,20.0,109.17,5,709.17,42,no_change
90.47,74.06,804.15,3,2182.71,93,scale_up
86.19,77.02,922.31,1,2642.44,284,scale_up
78.28,70.45,680.58,3,2219.49,400,scale_up
55.33,61.83,397.14,2,654.37,8,no_change
53.44,74.73,300.5,4,688.51,6,no_change
87.24,78.61,775.01,3,2728.78,422,scale_up
14.28,17.18,27.89,10,171.13,17,scale_down
81.42,82.65,826.66,4,2029.04,262,scale_up
75.23,71.77,669.22,4,1798.39,277,scale_up
56.83,75.0,248.9,4,542.36,19,no_change
80.91,86.86,863.95,3,2193.35,317,scale_up
76.51,72.26,826.29,1,2289.31,220,scale_up
14.87,25.32,13.32,8,165.18,3,scale_down
86.74,72.34,709.27,2,2477.25,284,scale_up
5.89,39.71,66.67,5,147.13,2,scale_down
83.23,86.31,738.3,2,2051.87,326,scale_up
26.62,16.23,54.08,4,111.99,10,scale_down
86.81,84.64,1052.43,1,1825.06,413,scale_up
3.42,17.87,31.49,10,149.23,3,scale_down
88.65,98.12,732.28,3,1500.0,365,scale_up
83.33,82.8,654.56,1,2293.47,68,scale_up
16.1,22.08,73.74,9,145.87,10,scale_down
88.83,65.61,655.64,3,2063.39,407,scale_up
34.92,50.1,265.63,3,531.73,45,no_change
91.19,80.67,637.44,1,1958.67,484,scale_up
61.3,53.0,419.59,5,726.98,30,no_change
11.89,31.48,95.53,4,60.73,5,scale_down
85.22,75.6,760.93,4,1873.54,124,scale_up
78.41,87.21,624.79,1,2237.34,329,scale_up
29.76,69.04,303.0,4,711.79,46,no_change
52.93,46.2,306.84,3,826.1,43,no_change
36.54,20.0,221.31,6,418.64,71,no_change
22.74,18.59,74.82,3,151.59,19,scale_down
15.07,21.31,94.4,5,159.33,10,scale_down
66.64,65.68,283.67,3,588.91,35,no_change
11.98,30.27,21.77,4,113.85,0,scale_down
45.86,32.78,240.87,6,770.41,78,no_change
89.56,76.63,920.42,1,3032.76,476,scale_up
54.7,71.31,385.16,2,555.83,39,no_change
52.96,57.89,225.5,2,208.61,69,no_change
79.16,65.0,687.28,5,1517.02,281,scale_up
63.2,32.26,354.41,2,714.99,80,no_change
89.91,65.05,968.4,2,2368.14,314,scale_up
21.43,34.64,73.83,7,90.87,2,scale_down
89.57,67.97,790.56,5,1998.71,492,scale_up
50.15,27.36,160.56,6,532.6,24,no_change
46.66,43.61,445.05,4,663.55,29,no_change
87.77,76.94,591.23,3,2198.35,470,scale_up
97.65,81.8,966.98,4,2695.76,268,scale_up
88.92,81.76,651.84,2,2116.62,295,scale_up
82.47,82.64,587.89,4,1985.08,370,scale_up
18.23,14.38,22.53,9,110.43,13,scale_down
45.91,20.0,225.38,6,742.91,13,no_change
54.86,56.3,117.23,2,537.87,47,no_change
84.19,83.71,966.63,2,2581.89,339,scale_up
41.22,41.56,441.2,3,545.99,64,no_change
77.42,78.34,1002.4,3,1838.05,146,scale_up
82.0,73.09,943.46,4,2315.14,302,scale_up
22.41,32.52,4.64,6,112.04,12,scale_down
11.53,20.55,65.18,4,125.43,0,scale_down
9.46,27.65,66.38,5,165.79,8,scale_down
20.0,68.1,318.4,6,575.7,33,no_change
37.71,40.51,210.91,2,300.36,33,no_change
79.28,67.21,790.93,1,1739.7,231,scale_up
20.84,6.69,85.84,5,191.83,1,scale_down
6.47,19.25,24.37,6,178.93,13,scale_down
29.4,29.45,29.37,9,155.73,20,scale_down
95.66,84.19,951.52,1,2460.49,278,scale_up
51.14,48.96,178.91,3,485.13,80,no_change
36.47,44.73,309.95,4,583.81,19,no_change
53.24,59.96,258.44,5,710.7,56,no_change
92.97,83.32,718.32,5,2578.67,492,scale_up
18.86,24.95,96.06,9,185.47,3,scale_down
73.61,47.77,256.86,2,772.34,75,no_change
78.1,95.11,995.29,2,2235.05,369,scale_up
93.41,85.3,606.5,5,1873.48,142,scale_up
54.29,52.39,430.81,5,645.31,55,no_change
30.97,41.82,374.31,3,326.61,57,no_change
75.12,77.02,939.01,5,2113.3,263,scale_up
88.23,80.04,778.87,2,1938.49,161,scale_up
62.6,31.19,276.63,6,771.92,49,no_change
79.65,67.55,482.48,4,2466.51,409,scale_up
20.87,17.25,11.87,10,142.7,13,scale_down
93.25,69.85,958.73,3,1521.91,231,scale_up
77.04,80.87,942.15,1,2788.66,382,scale_up
91.94,92.42,827.31,1,1951.36,397,scale_up
67.76,70.45,393.08,6,691.88,32,no_change
94.74,82.74,796.92,5,2490.21,145,scale_up
18.82,27.08,46.04,3,195.46,11,scale_down
62.86,53.2,224.97,4,786.09,60,no_change
31.86,35.63,316.8,4,223.82,14,no_change
27.34,20.12,96.18,7,240.2,2,scale_down
47.68,70.23,193.99,4,664.99,32,no_change
11.21,25.57,76.48,9,142.0,1,scale_down
19.36,27.56,55.63,5,276.95,19,scale_down
47.94,74.84,414.54,6,321.02,10,no_change
26.94,28.59,53.42,4,168.44,18,scale_down
88.45,91.0,738.04,5,2834.4,106,scale_up
33.74,23.6,359.35,4,788.85,73,no_change
83.74,65.0,576.36,4,2374.51,317,scale_up
84.93,90.27,810.94,1,1903.76,171,scale_up
87.16,88.12,1002.69,1,2155.6,280,scale_up
15.54,26.23,27.54,4,186.84,3,scale_down
46.52,48.87,300.27,5,619.44,61,no_change
98.4,76.25,737.38,1,2778.7,404,scale_up
56.67,61.51,196.97,2,636.97,40,no_change
90.67,74.61,894.27,4,2118.24,223,scale_up
40.32,65.2,413.79,3,619.31,18,no_change
88.15,90.6,740.68,4,2339.43,231,scale_up
44.2,34.72,260.54,3,431.26,27,no_change
56.38,38.42,160.29,2,711.41,73,no_change
89.74,77.36,905.48,5,1877.56,251,scale_up
82.39,83.26,955.07,2,2047.02,348,scale_up
80.83,87.86,891.9,4,2259.49,303,scale_up
93.27,95.58,854.89,4,1964.05,276,scale_up
57.46,37.7,424.22,5,494.75,65,no_change
47.1,37.43,318.22,3,632.62,46,no_change
61.14,51.79,304.63,4,513.92,36,no_change
83.0,68.86,1009.06,4,2162.28,195,scale_up
96.48,79.03,514.68,2,2019.84,304,scale_up
84.98,80.52,901.53,1,2269.55,137,scale_up
82.64,72.68,739.04,5,2441.81,72,scale_up
62.88,39.89,400.7,2,685.36,31,no_change
7.9,21.97,61.09,4,96.78,0,scale_down
75.49,83.79,731.86,2,2804.84,374,scale_up
97.05,83.78,942.76,1,1790.46,307,scale_up
75.68,78.87,607.02,2,2323.06,181,scale_up
38.24,52.86,282.69,5,695.6,6,no_change
17.61,16.77,8.95,3,158.13,18,scale_down
1.06,29.97,65.87,10,192.14,16,scale_down
7.24,22.85,30.0,8,157.45,3,scale_down
35.02,48.75,162.15,5,576.0,15,no_change
1.84,33.98,54.81,10,150.28,12,scale_down
89.73,69.61,682.89,3,2412.42,356,scale_up
86.13,74.24,897.21,2,2321.09,451,scale_up
19.04,23.12,29.56,9,146.21,2,scale_down
1.0,15.91,42.64,5,181.34,4,scale_down
57.68,38.72,222.58,5,796.05,61,no_change
82.94,80.91,917.79,1,2168.2,59,scale_up
83.94,77.48,723.64,1,2257.16,136,scale_up
22.66,44.58,354.03,2,663.55,28,no_change
26.29,26.7,62.25,7,151.43,13,scale_down
11.35,24.03,59.7,8,131.29,18,scale_down
78.93,79.58,973.4,1,2244.08,412,scale_up
15.23,23.39,64.44,8,162.45,12,scale_down
14.66,15.93,80.15,9,128.65,8,scale_down
73.58,52.32,305.27,6,714.0,78,no_change
40.2,58.61,311.53,3,661.63,79,no_change
9.53,14.46,1.0,7,127.14,11,scale_down
81.43,74.66,782.68,5,2225.71,82,scale_up
19.0,24.53,69.51,5,184.61,7,scale_down
17.2,20.44,77.87,10,184.66,13,scale_down
74.63,78.62,529.49,3,1500.0,205,scale_up
81.44,78.98,736.37,2,1500.0,392,scale_up
61.63,39.4,348.94,5,498.08,34,no_change
11.02,23.47,39.53,3,158.53,19,scale_down
54.16,28.59,347.78,2,459.36,70,no_change
77.22,74.19,922.17,3,1559.85,164,scale_up
59.76,55.09,307.43,5,637.0,44,no_change
12.68,25.46,37.2,6,68.76,3,scale_down
14.38,26.41,64.76,6,240.72,20,scale_down
83.23,78.71,765.0,5,1889.48,58,scale_up
81.69,71.69,455.92,3,1967.91,353,scale_up
85.16,85.05,713.65,4,1974.38,325,scale_up
65.46,30.03,283.67,4,743.59,25,no_change
39.37,27.0,470.68,4,719.89,56,no_change
62.46,48.66,364.06,2,226.44,45,no_change
81.94,87.58,590.61,2,2066.62,107,scale_up
54.79,38.24,300.74,5,657.85,67,no_change
17.42,16.79,25.13,3,169.81,16,scale_down
55.09,54.35,311.45,5,651.02,10,no_change
91.14,82.48,814.66,4,1989.26,268,scale_up
70.79,33.15,279.72,6,523.64,62,no_change
1.0,22.83,43.9,5,151.59,9,scale_down
83.75,86.03,932.22,3,1759.49,483,scale_up
29.12,18.08,67.63,5,159.02,18,scale_down
85.74,84.45,997.75,3,2510.82,178,scale_up
46.35,48.74,243.65,2,707.28,43,no_change
58.85,44.87,432.65,4,761.07,7,no_change
75.0,38.15,289.98,6,570.52,75,no_change
35.0,20.08,87.96,6,201.74,8,scale_down
14.33,20.44,65.68,9,212.89,19,scale_down
47.42,42.37,393.23,6,427.97,20,no_change
53.79,65.9,343.02,4,514.95,72,no_change
6.99,29.5,44.73,3,104.93,4,scale_down
67.08,62.02,194.83,5,977.15,47,no_change
41.89,61.76,498.66,3,733.23,76,no_change
53.89,28.52,504.1,3,729.77,14,no_change
75.1,92.36,809.17,2,2088.94,61,scale_up
10.42,21.37,74.24,10,125.27,19,scale_down
51.91,75.0,347.57,2,744.89,10,no_change
35.63,29.64,446.45,6,776.86,68,no_change
28.71,19.36,87.63,3,50.0,2,scale_down
19.33,28.26,29.35,6,202.79,7,scale_down
47.3,48.8,274.14,4,837.2,45,no_change
81.82,75.39,671.42,5,2052.57,320,scale_up
86.37,85.11,687.01,3,2349.16,227,scale_up
89.28,72.54,809.47,1,2166.06,310,scale_up
85.52,75.76,779.68,4,2212.43,336,scale_up
29.91,20.36,90.15,7,220.71,20,scale_down
4.45,17.67,92.49,7,159.06,4,scale_down
48.25,61.25,406.75,2,595.59,63,no_change
45.83,20.0,304.71,4,542.83,33,no_change
6.95,18.36,37.48,5,158.46,1,scale_down
45.81,56.7,317.39,6,791.03,50,no_change
41.99,75.0,406.72,2,823.01,12,no_change
17.02,17.75,33.86,9,237.62,14,scale_down
23.77,11.94,79.33,8,108.73,10,scale_down
87.27,86.61,1018.7,3,2295.02,147,scale_up
47.99,50.66,406.68,4,718.26,66,no_change
49.75,22.05,100.0,5,633.8,12,no_change
32.28,42.07,277.31,5,911.47,62,no_change
85.86,85.76,875.68,4,1500.0,84,scale_up
82.2,70.24,1059.08,3,1500.0,291,scale_up
82.05,77.91,652.12,3,2240.57,441,scale_up
49.37,52.45,350.25,5,635.52,33,no_change
87.66,88.9,552.55,3,2479.99,273,scale_up
6.63,14.86,53.63,4,170.57,20,scale_down
88.7,72.44,1044.68,2,2032.86,408,scale_up
79.96,69.82,594.42,2,1640.08,263,scale_up
87.2,84.83,670.37,3,1743.25,88,scale_up
13.31,20.78,57.89,5,101.79,14,scale_down
47.49,73.51,180.52,5,595.63,65,no_change
88.5,72.26,891.7,4,1664.31,84,scale_up
89.44,80.35,587.09,4,2475.07,65,scale_up
78.73,78.77,894.53,3,1814.22,442,scale_up
81.3,89.01,489.53,4,2767.47,206,scale_up
74.75,74.41,842.36,1,2441.26,81,scale_up
54.47,50.71,256.4,6,834.19,24,no_change
90.41,89.4,736.8,5,1500.0,454,scale_up
92.14,82.85,827.43,3,1973.05,357,scale_up
44.78,41.01,304.52,5,429.65,21,no_change
21.1,36.29,32.07,6,70.36,20,scale_down
48.47,54.73,345.33,6,840.38,65,no_change
21.53,5.51,12.92,9,170.28,10,scale_down
81.82,92.12,659.43,2,2584.28,164,scale_up
80.45,82.1,675.81,4,2423.54,440,scale_up
92.51,82.02,1086.37,3,1911.83,108,scale_up
51.47,62.69,205.02,5,609.34,39,no_change
59.96,63.94,414.18,2,469.64,21,no_change
17.31,9.48,28.27,5,141.29,13,scale_down
67.16,57.92,304.01,5,667.3,48,no_change
88.65,82.95,713.74,2,1817.32,391,scale_up
13.21,13.65,68.64,8,226.45,12,scale_down
88.95,65.52,705.01,3,2207.26,439,scale_up
74.96,80.25,870.4,3,2763.54,57,scale_up
97.73,70.47,782.51,3,2158.41,349,scale_up
39.3,51.48,291.99,6,692.07,78,no_change
94.5,81.06,726.49,4,1789.79,234,scale_up
75.0,63.6,339.97,4,575.1,35,no_change
27.9,18.72,1.0,7,163.25,20,scale_down
31.58,54.03,434.41,3,349.12,11,no_change
36.51,62.97,250.05,4,662.27,61,no_change
87.92,87.12,703.01,3,1500.0,183,scale_up
18.17,7.45,78.06,9,147.89,11,scale_down
12.63,25.52,1.0,6,139.99,19,scale_down
56.72,53.79,251.12,2,528.19,13,no_change
73.15,63.69,233.58,5,802.27,54,no_change
61.33,57.33,352.66,6,428.08,26,no_change
72.58,64.27,324.51,2,636.54,39,no_change
48.63,41.47,353.45,6,480.69,74,no_change
86.05,80.78,857.78,2,2576.5,493,scale_up
56.05,60.4,106.01,5,669.06,13,no_change
51.13,55.58,247.09,4,772.64,71,no_change
86.75,74.04,714.75,3,2561.11,165,scale_up
84.4,79.96,770.34,5,2604.45,367,scale_up
57.23,32.19,202.42,5,600.69,35,no_change
9.86,2.72,27.65,7,136.07,8,scale_down
44.0,60.81,100.0,3,484.15,40,no_change
90.57,74.66,618.29,5,1927.72,443,scale_up
88.12,77.97,691.26,5,2392.71,441,scale_up
87.62,69.89,814.22,4,1680.21,313,scale_up
24.36,29.85,41.37,3,203.25,17,scale_down
38.66,47.9,241.52,5,596.3,30,no_change
50.99,49.96,290.98,4,619.09,27,no_change
25.04,3.91,107.63,7,132.46,14,scale_down
48.83,69.94,360.67,2,680.25,19,no_change
24.97,18.68,77.57,10,86.98,6,scale_down
18.34,24.49,84.38,4,185.39,10,scale_down
53.07,45.24,267.13,2,551.96,56,no_change
75.91,93.95,949.8,4,2301.8,158,scale_up
21.52,26.02,20.21,10,181.84,2,scale_down
93.89,74.58,569.94,5,1735.18,419,scale_up
14.23,10.24,44.84,4,117.26,9,scale_down
84.99,75.92,794.6,2,2441.01,88,scale_up
7.34,22.25,24.43,4,149.71,12,scale_down
14.35,22.84,55.54,4,211.94,13,scale_down
84.82,74.98,939.46,4,2332.39,366,scale_up
63.26,48.2,169.13,6,936.59,78,no_change
40.96,32.59,371.7,5,458.23,66,no_change
44.11,51.87,285.67,5,545.49,27,no_change
73.85,48.33,210.06,2,746.54,69,no_change
79.94,79.13,664.31,3,2284.57,287,scale_up
15.32,19.77,54.5,5,190.89,4,scale_down
89.92,71.68,698.8,4,2569.75,383,scale_up
38.26,57.38,383.95,6,353.76,59,no_change
11.75,26.52,45.59,10,129.79,3,scale_down
21.65,28.83,29.65,10,238.36,2,scale_down
23.24,27.39,254.56,6,549.82,78,no_change
12.69,15.72,28.23,5,138.98,10,scale_down
10.28,25.46,50.92,8,138.94,5,scale_down
84.5,88.91,727.49,3,1690.64,127,scale_up
7.18,18.14,64.45,3,193.99,0,scale_down
74.73,61.09,211.71,3,569.52,42,no_change
20.0,45.33,239.49,3,253.05,61,no_change
99.75,76.98,483.92,3,2090.34,187,scale_up
96.56,95.26,808.76,3,2238.55,294,scale_up
68.38,47.74,346.03,2,725.94,13,no_change
77.47,92.29,668.05,3,1946.48,315,scale_up
51.5,64.09,367.74,3,592.59,13,no_change
17.27,28.59,50.25,8,109.4,2,scale_down
10.18,27.27,25.66,3,71.61,14,scale_down
45.44,48.87,386.05,5,381.33,63,no_change
17.77,29.21,25.48,9,154.08,19,scale_down
70.0,86.99,919.34,1,2192.01,157,scale_up
75.71,85.34,763.25,4,1500.0,492,scale_up
90.45,89.31,1000.9,2,1689.2,333,scale_up
71.58,76.72,877.68,4,1822.88,201,scale_up
73.86,85.8,748.22,3,2449.04,54,scale_up
50.24,47.51,293.59,4,546.23,36,no_change
81.79,71.19,872.5,2,2699.01,467,scale_up
42.49,75.0,337.66,2,638.73,17,no_change
89.59,87.8,731.81,3,2421.93,407,scale_up
23.37,16.96,50.14,8,111.64,19,scale_down
81.55,77.2,664.37,5,2174.82,351,scale_up
54.96,56.42,219.15,4,509.05,78,no_change
62.76,40.87,382.42,5,490.13,65,no_change
87.64,86.02,402.55,1,2547.39,409,scale_up
69.56,45.37,334.57,2,474.13,51,no_change
17.91,39.69,1.0,5,124.96,11,scale_down
21.37,30.09,8.53,5,118.09,1,scale_down
80.94,74.78,782.57,3,1628.52,460,scale_up
46.18,35.96,293.11,4,494.23,44,no_change
13.65,11.71,78.58,6,133.72,12,scale_down
50.21,47.81,300.72,6,600.33,70,no_change
21.44,17.71,28.41,6,152.09,13,scale_down
10.1,19.4,18.44,6,202.49,13,scale_down
38.29,67.99,293.89,4,728.42,44,no_change
38.49,20.5,135.12,6,975.44,69,no_change
41.03,66.44,170.22,2,626.83,56,no_change
55.23,75.0,268.21,3,493.31,21,no_change
55.26,36.13,340.96,5,591.98,29,no_change
8.97,23.96,53.25,3,188.02,12,scale_down
74.79,42.48,258.85,2,398.15,40,no_change
88.65,74.84,851.83,5,2666.19,200,scale_up
80.21,76.21,952.18,5,2482.97,492,scale_up
89.21,76.87,584.59,1,1915.27,95,scale_up
34.86,58.72,328.45,3,510.21,39,no_change
11.58,23.81,40.42,6,120.94,20,scale_down
75.0,41.76,366.86,4,658.89,11,no_change
2.81,14.57,74.57,10,143.43,17,scale_down
28.03,55.92,241.77,2,665.38,78,no_change
35.0,23.06,68.37,6,137.3,16,scale_down
6.04,28.19,31.82,4,138.54,3,scale_down
97.55,77.3,982.3,1,2354.99,160,scale_up
10.58,22.73,28.51,6,195.24,18,scale_down
68.71,50.74,434.25,6,624.01,10,no_change
91.4,100.0,1171.27,1,2126.98,449,scale_up
54.4,34.19,379.86,4,658.38,49,no_change
38.39,67.8,273.44,5,521.86,59,no_change
87.8,76.28,795.25,5,2898.5,435,scale_up
80.7,85.4,712.48,4,1810.72,312,scale_up
84.43,100.0,917.24,2,2384.82,69,scale_up
81.33,76.92,577.48,1,2918.01,53,scale_up
54.03,52.73,320.38,4,913.52,39,no_change
54.49,47.11,479.91,6,580.55,7,no_change
73.16,67.78,771.24,2,2316.66,110,scale_up
62.33,36.23,277.47,4,478.55,32,no_change
66.71,69.24,495.83,5,652.73,5,no_change
75.0,39.61,321.59,5,440.88,38,no_change
89.01,82.28,431.92,1,2643.84,426,scale_up
62.83,41.67,328.12,2,375.94,49,no_change
79.61,93.35,626.85,3,2203.82,367,scale_up
29.05,55.07,356.27,6,708.62,21,no_change
18.74,31.41,33.38,10,97.09,19,scale_down
41.19,29.81,307.88,2,579.06,53,no_change
57.16,25.76,298.7,6,782.17,11,no_change
58.58,21.57,298.83,2,490.08,35,no_change
15.1,16.95,102.18,4,154.29,15,scale_down
54.75,49.34,347.45,4,567.47,77,no_change
90.41,76.86,1006.47,3,2398.58,343,scale_up
83.93,86.74,873.95,2,2530.93,452,scale_up
15.69,18.07,54.06,3,124.98,2,scale_down
22.83,31.75,67.37,3,220.91,3,scale_down
66.9,45.98,383.58,4,407.56,32,no_change
52.79,32.26,289.03,5,384.05,7,no_change
66.41,44.08,390.63,4,588.67,31,no_change
22.34,42.74,246.93,4,597.78,30,no_change
72.62,75.0,276.88,6,410.96,68,no_change
79.79,83.84,783.76,1,1569.87,51,scale_up
42.45,69.67,329.23,5,607.09,9,no_change
44.17,43.1,354.4,4,621.31,30,no_change
90.4,84.37,802.96,1,2353.68,233,scale_up
80.85,79.61,1001.14,3,2204.28,271,scale_up
46.74,53.16,183.44,4,633.13,76,no_change
28.57,13.53,58.01,3,148.83,9,scale_down
49.26,48.99,371.43,5,435.28,10,no_change
89.82,80.55,535.59,3,2351.94,332,scale_up
51.71,36.92,316.06,4,402.56,46,no_change
9.52,20.3,1.0,4,92.43,12,scale_down
6.98,20.63,63.24,6,105.36,5,scale_down
35.77,52.07,311.11,2,494.96,47,no_change
75.0,52.77,282.98,5,542.09,42,no_change
92.06,84.36,539.35,5,1921.68,154,scale_up
11.43,19.9,68.81,4,96.49,20,scale_down
84.44,93.59,804.36,5,1922.28,379,scale_up
29.99,42.7,192.13,2,540.81,55,no_change
58.13,50.55,252.0,5,331.4,68,no_change
21.66,17.18,53.24,3,104.41,19,scale_down
43.87,41.3,166.61,4,463.81,24,no_change
84.9,82.39,697.41,5,1718.92,476,scale_up
82.5,86.24,659.13,5,2205.15,485,scale_up
40.09,66.93,249.34,6,699.3,10,no_change
92.11,92.33,597.0,2,1640.76,360,scale_up
93.16,88.01,707.46,5,1500.0,57,scale_up
85.57,67.86,675.85,5,2272.48,396,scale_up
54.73,73.72,262.73,6,453.55,23,no_change
91.42,83.02,745.53,5,2212.7,474,scale_up
44.33,60.38,468.79,5,491.18,70,no_change
56.31,27.05,192.74,6,684.38,74,no_change
84.51,71.13,801.31,4,2551.57,62,scale_up
74.87,93.97,885.95,4,2437.19,155,scale_up
49.98,75.0,396.23,3,544.86,11,no_change
21.06,14.13,41.59,9,223.33,18,scale_down
55.81,59.92,416.96,4,682.23,71,no_change
8.51,33.29,65.48,3,179.34,14,scale_down
85.39,88.89,1087.24,4,2049.86,332,scale_up
92.46,80.27,500.28,2,1638.38,181,scale_up
56.36,65.16,360.91,6,715.36,49,no_change
75.0,57.93,273.51,2,581.0,40,no_change
96.45,69.85,985.69,1,2206.47,430,scale_up
79.18,68.4,1022.09,1,1857.06,174,scale_up
50.94,35.38,496.59,5,614.73,14,no_change
4.23,16.57,91.79,3,101.16,0,scale_down
82.47,89.5,851.34,3,1712.22,313,scale_up
53.35,47.71,305.24,4,741.98,18,no_change
53.61,48.61,285.81,3,761.52,29,no_change
39.19,20.0,277.47,6,656.74,18,no_change
82.09,75.8,745.36,5,2190.18,195,scale_up
30.53,59.92,100.0,3,681.0,45,no_change
87.19,83.98,510.74,2,2317.13,408,scale_up
10.66,32.82,60.85,5,91.16,10,scale_down
24.64,40.78,381.16,5,772.87,15,no_change
86.27,80.64,750.19,1,2191.46,129,scale_up
68.24,44.8,365.88,6,520.74,74,no_change
23.11,24.63,79.16,4,244.11,1,scale_down
20.0,61.31,346.91,3,667.12,20,no_change
86.68,81.92,850.45,5,2562.4,180,scale_up
90.78,79.8,771.88,4,2208.06,106,scale_up
82.11,94.24,609.39,3,2499.92,313,scale_up
61.16,42.04,329.61,3,789.44,37,no_change
45.05,69.68,411.82,2,493.52,56,no_change
33.38,52.48,175.97,3,200.0,57,no_change
42.66,75.0,255.28,3,656.93,20,no_change
20.6,19.67,39.99,9,211.44,18,scale_down
85.28,79.27,919.62,1,1788.17,409,scale_up
31.05,25.63,356.8,2,575.45,5,no_change
90.78,80.41,594.36,2,2057.75,413,scale_up
