failure_type,failure_type_encoded,cpu_percent,memory_percent,restart_count,uptime_percent,replica_count,error_rate_percent,recovery_action,recovery_action_encoded
HighMemory,3,61.15,89.48,2,87.84,1,9.72,adjust_resource_limits,3
ConfigError,8,6.33,12.74,10,60.22,2,52.49,fix_configuration,4
ConfigError,8,8.68,34.83,6,45.13,3,83.05,fix_configuration,4
HighMemory,3,56.47,96.54,3,65.51,1,10.19,adjust_resource_limits,3
ConfigError,8,29.44,41.04,4,56.66,1,48.51,drain_node,5
CrashLoopBackOff,0,16.58,37.96,8,33.58,3,20.79,rollout_restart_deployment,1
DiskPressure,7,51.39,54.28,2,72.76,2,2.41,clear_disk,6
DiskPressure,7,18.41,57.73,1,78.79,2,2.02,drain_node,5
HighMemory,3,52.0,98.71,1,91.59,2,1.55,adjust_resource_limits,3
CrashLoopBackOff,0,38.31,79.1,9,56.75,1,27.31,adjust_resource_limits,3
OOMKilled,1,71.85,97.96,7,79.35,2,12.9,adjust_resource_limits,3
ConfigError,8,26.63,39.95,5,39.25,1,43.95,fix_configuration,4
ContainerNotReady,6,53.45,70.68,1,90.0,3,17.0,restart_pod,0
PodPending,4,82.81,73.77,1,52.36,4,3.7,clear_disk,6
UnknownFailure,9,36.83,67.53,1,72.8,4,0.0,no_action_monitor,7
HighMemory,3,83.55,85.57,1,70.39,1,2.28,adjust_resource_limits,3
HighMemory,3,50.08,86.52,0,71.28,4,0.0,restart_pod,0
ContainerNotReady,6,36.95,43.48,4,90.0,2,23.89,restart_pod,0
HighCPU,2,89.52,36.99,2,84.23,3,6.35,rollout_restart_deployment,1
NetworkError,5,27.45,40.92,3,90.0,1,16.93,restart_pod,0
ConfigError,8,2.0,33.73,9,44.71,3,24.37,fix_configuration,4
ContainerNotReady,6,41.41,25.03,5,71.62,2,35.26,restart_pod,0
OOMKilled,1,46.46,98.25,1,57.72,3,2.84,restart_pod,0
ConfigError,8,40.17,28.08,2,49.55,2,67.28,fix_configuration,4
ContainerNotReady,6,27.08,52.38,1,75.1,1,9.64,clear_disk,6
ContainerNotReady,6,57.69,59.6,4,45.74,3,21.6,adjust_resource_limits,3
CrashLoopBackOff,0,35.38,78.37,10,38.84,2,66.02,rollout_restart_deployment,1
UnknownFailure,9,45.64,68.46,8,92.75,5,10.43,rollout_restart_deployment,1
OOMKilled,1,47.7,93.49,7,61.15,2,17.17,clear_disk,6
PodPending,4,83.92,77.93,0,40.98,5,10.3,scale_up_replicas,2
ContainerNotReady,6,23.04,36.3,5,78.48,3,21.98,restart_pod,0
PodPending,4,76.6,81.81,1,58.74,8,11.96,scale_up_replicas,2
HighMemory,3,48.67,88.21,0,73.05,4,4.06,rollout_restart_deployment,1
NetworkError,5,41.08,48.92,2,80.76,3,19.27,restart_pod,0
PodPending,4,73.76,87.36,0,53.18,8,8.24,scale_up_replicas,2
ConfigError,8,7.17,23.04,7,22.1,2,57.23,fix_configuration,4
PodPending,4,81.56,77.84,1,19.26,2,12.11,restart_pod,0
OOMKilled,1,44.83,95.26,1,62.65,4,2.0,adjust_resource_limits,3
HighCPU,2,89.34,49.43,2,87.34,1,3.93,scale_up_replicas,2
HighCPU,2,88.41,32.45,0,85.39,3,2.61,scale_up_replicas,2
CrashLoopBackOff,0,66.42,53.0,10,68.43,1,27.51,fix_configuration,4
PodPending,4,86.61,74.87,0,26.44,3,8.06,scale_up_replicas,2
HighMemory,3,68.56,82.0,0,75.01,3,11.53,fix_configuration,4
DiskPressure,7,52.19,78.06,2,68.66,2,3.08,clear_disk,6
PodPending,4,92.73,86.99,0,48.11,6,2.95,restart_pod,0
ConfigError,8,31.57,50.1,6,16.42,3,71.05,fix_configuration,4
HighCPU,2,89.66,50.0,1,87.16,5,1.38,scale_up_replicas,2
ConfigError,8,19.63,8.89,4,47.14,1,83.51,fix_configuration,4
ConfigError,8,13.6,23.31,7,38.21,1,64.8,fix_configuration,4
OOMKilled,1,58.11,97.76,7,64.94,1,18.47,no_action_monitor,7
OOMKilled,1,10.0,97.0,7,57.82,4,12.38,rollout_restart_deployment,1
HighCPU,2,95.73,31.96,0,93.72,3,4.63,scale_up_replicas,2
CrashLoopBackOff,0,69.06,31.94,6,32.81,3,29.71,rollout_restart_deployment,1
HighCPU,2,94.94,65.06,0,75.92,2,0.13,scale_up_replicas,2
UnknownFailure,9,42.19,62.91,0,74.32,2,24.58,no_action_monitor,7
HighCPU,2,90.13,27.33,1,94.57,4,5.59,scale_up_replicas,2
PodPending,4,87.26,88.14,0,75.27,8,7.91,no_action_monitor,7
HighMemory,3,77.65,93.76,4,73.44,3,5.3,adjust_resource_limits,3
PodPending,4,89.93,76.33,2,67.73,8,8.63,scale_up_replicas,2
HighMemory,3,65.72,98.2,3,83.57,3,6.21,adjust_resource_limits,3
PodPending,4,84.34,80.92,2,56.25,6,13.45,scale_up_replicas,2
PodPending,4,80.11,76.5,2,75.7,6,5.74,scale_up_replicas,2
NetworkError,5,38.24,31.12,2,39.81,1,21.59,rollout_restart_deployment,1
CrashLoopBackOff,0,62.3,48.76,13,37.78,2,31.09,rollout_restart_deployment,1
OOMKilled,1,34.88,88.0,7,69.19,2,19.14,adjust_resource_limits,3
HighCPU,2,97.89,80.0,0,90.21,5,7.8,scale_up_replicas,2
NetworkError,5,15.73,64.33,1,84.01,2,17.06,adjust_resource_limits,3
ConfigError,8,26.82,30.81,3,62.05,2,47.73,clear_disk,6
UnknownFailure,9,31.34,37.75,5,82.94,1,0.0,no_action_monitor,7
ConfigError,8,2.0,33.94,5,44.12,2,50.28,fix_configuration,4
DiskPressure,7,25.42,29.35,0,68.65,3,4.72,clear_disk,6
CrashLoopBackOff,0,28.28,68.0,7,45.69,2,24.81,rollout_restart_deployment,1
DiskPressure,7,55.55,49.35,1,71.73,3,2.71,clear_disk,6
OOMKilled,1,33.42,96.06,8,74.84,1,16.82,adjust_resource_limits,3
DiskPressure,7,35.76,51.98,0,90.96,1,1.16,no_action_monitor,7
HighMemory,3,85.0,91.5,3,78.2,3,8.86,scale_up_replicas,2
ConfigError,8,2.0,38.8,9,67.87,1,66.32,fix_configuration,4
DiskPressure,7,13.47,66.46,2,91.46,3,7.09,clear_disk,6
ContainerNotReady,6,13.88,55.25,1,90.0,2,20.24,restart_pod,0
HighCPU,2,84.74,67.43,3,93.43,1,4.58,scale_up_replicas,2
PodPending,4,75.47,89.85,1,34.62,4,9.59,no_action_monitor,7
OOMKilled,1,81.16,90.02,2,79.08,1,13.35,adjust_resource_limits,3
HighMemory,3,57.29,93.57,4,72.29,2,2.47,adjust_resource_limits,3
ConfigError,8,2.16,37.32,7,34.42,1,58.55,fix_configuration,4
ConfigError,8,15.15,13.38,6,49.78,1,54.92,fix_configuration,4
PodPending,4,83.1,84.42,0,30.79,8,12.24,scale_up_replicas,2
NetworkError,5,54.39,51.39,1,59.42,1,20.47,restart_pod,0
ContainerNotReady,6,58.53,59.22,3,90.0,2,13.76,restart_pod,0
DiskPressure,7,31.95,57.02,3,79.07,2,3.72,clear_disk,6
ConfigError,8,16.1,37.67,10,38.64,1,31.77,fix_configuration,4
HighMemory,3,43.5,92.24,0,99.0,4,3.07,adjust_resource_limits,3
HighMemory,3,55.28,100.0,4,75.16,1,7.37,adjust_resource_limits,3
DiskPressure,7,73.14,40.73,2,71.91,3,3.03,clear_disk,6
ConfigError,8,4.82,40.69,7,31.22,1,36.86,fix_configuration,4
DiskPressure,7,38.33,68.93,2,76.13,1,2.42,clear_disk,6
UnknownFailure,9,60.23,70.31,3,64.52,5,10.12,fix_configuration,4
HighMemory,3,75.24,90.1,4,96.08,3,3.73,adjust_resource_limits,3
HighMemory,3,48.29,86.48,1,77.61,4,6.01,adjust_resource_limits,3
CrashLoopBackOff,0,13.49,51.94,11,68.48,2,15.35,rollout_restart_deployment,1
HighMemory,3,52.18,93.84,4,69.11,4,5.05,adjust_resource_limits,3
HighMemory,3,76.32,99.98,0,84.4,1,5.49,adjust_resource_limits,3
OOMKilled,1,39.97,97.73,8,81.33,3,5.75,adjust_resource_limits,3
DiskPressure,7,58.66,45.89,3,66.4,1,3.69,scale_up_replicas,2
DiskPressure,7,59.87,59.64,2,77.82,3,4.7,restart_pod,0
UnknownFailure,9,61.69,47.15,6,77.64,4,6.72,no_action_monitor,7
ConfigError,8,26.51,33.57,6,50.49,2,61.27,fix_configuration,4
ContainerNotReady,6,41.97,57.6,5,30.93,2,26.83,adjust_resource_limits,3
DiskPressure,7,74.63,45.67,3,67.66,1,6.57,clear_disk,6
CrashLoopBackOff,0,21.47,36.67,15,62.55,3,22.01,rollout_restart_deployment,1
PodPending,4,92.0,75.67,1,57.21,3,9.14,scale_up_replicas,2
ContainerNotReady,6,59.96,57.48,5,57.06,1,9.88,restart_pod,0
CrashLoopBackOff,0,56.76,36.93,14,54.96,1,19.4,rollout_restart_deployment,1
PodPending,4,90.43,76.83,2,49.3,5,7.92,clear_disk,6
NetworkError,5,37.75,49.92,3,61.36,1,14.07,restart_pod,0
CrashLoopBackOff,0,5.0,52.05,14,57.65,1,22.9,rollout_restart_deployment,1
OOMKilled,1,51.25,97.57,8,81.12,4,2.72,drain_node,5
OOMKilled,1,42.78,97.88,7,85.96,1,8.46,adjust_resource_limits,3
ContainerNotReady,6,55.67,19.75,4,82.22,1,17.75,restart_pod,0
HighMemory,3,83.44,88.68,2,76.9,1,5.6,adjust_resource_limits,3
OOMKilled,1,19.26,89.71,6,75.1,4,22.91,adjust_resource_limits,3
ConfigError,8,26.08,12.46,9,47.2,1,35.15,adjust_resource_limits,3
HighCPU,2,94.04,71.97,3,87.94,2,9.41,scale_up_replicas,2
ConfigError,8,18.5,22.83,4,41.01,3,29.86,drain_node,5
OOMKilled,1,41.94,94.05,8,67.16,3,17.15,adjust_resource_limits,3
HighCPU,2,84.6,37.82,0,94.06,5,0.0,scale_up_replicas,2
ContainerNotReady,6,44.25,34.4,5,67.4,2,32.46,restart_pod,0
OOMKilled,1,47.38,96.88,6,70.59,3,14.12,adjust_resource_limits,3
NetworkError,5,31.5,50.52,2,54.03,1,10.94,restart_pod,0
PodPending,4,85.6,83.54,1,13.52,3,7.96,scale_up_replicas,2
OOMKilled,1,25.46,96.88,6,51.96,4,30.4,adjust_resource_limits,3
DiskPressure,7,39.93,42.03,0,72.17,2,5.11,clear_disk,6
UnknownFailure,9,72.26,43.14,8,36.23,1,2.3,scale_up_replicas,2
PodPending,4,87.29,89.9,0,72.35,2,8.67,restart_pod,0
PodPending,4,92.74,97.3,1,73.81,4,11.69,scale_up_replicas,2
ContainerNotReady,6,22.9,54.44,2,71.92,1,25.21,restart_pod,0
CrashLoopBackOff,0,65.22,57.17,15,58.46,1,19.3,adjust_resource_limits,3
DiskPressure,7,40.55,58.19,3,77.78,1,4.49,fix_configuration,4
UnknownFailure,9,73.99,71.63,2,63.76,2,5.22,no_action_monitor,7
ConfigError,8,23.83,47.46,7,44.82,3,45.56,fix_configuration,4
PodPending,4,89.29,86.77,0,61.69,7,13.49,scale_up_replicas,2
PodPending,4,88.09,92.6,2,54.6,7,14.05,scale_up_replicas,2
DiskPressure,7,63.1,68.83,1,82.89,2,8.6,clear_disk,6
OOMKilled,1,71.53,92.45,8,72.46,2,12.88,clear_disk,6
ContainerNotReady,6,65.97,58.77,3,90.0,2,13.92,restart_pod,0
DiskPressure,7,61.53,34.53,2,59.08,3,3.21,clear_disk,6
DiskPressure,7,67.69,40.11,1,74.83,3,6.38,drain_node,5
DiskPressure,7,57.7,85.0,2,75.03,1,3.12,restart_pod,0
UnknownFailure,9,22.64,40.8,5,42.93,5,0.0,rollout_restart_deployment,1
CrashLoopBackOff,0,79.27,50.98,15,85.0,2,21.61,clear_disk,6
DiskPressure,7,38.57,43.37,2,68.59,1,5.75,clear_disk,6
ContainerNotReady,6,43.49,53.13,1,85.13,2,28.86,restart_pod,0
PodPending,4,76.93,77.81,0,52.43,4,22.91,clear_disk,6
CrashLoopBackOff,0,55.45,52.13,8,70.1,2,23.97,scale_up_replicas,2
CrashLoopBackOff,0,45.25,69.09,4,59.57,1,22.43,rollout_restart_deployment,1
OOMKilled,1,48.44,94.04,7,56.43,4,10.43,adjust_resource_limits,3
DiskPressure,7,24.11,36.45,3,63.59,1,5.91,clear_disk,6
DiskPressure,7,67.34,31.96,1,90.8,2,1.75,clear_disk,6
UnknownFailure,9,68.67,56.46,7,77.72,1,2.67,drain_node,5
DiskPressure,7,17.81,42.96,2,79.27,1,7.91,clear_disk,6
ContainerNotReady,6,19.55,38.52,3,53.76,1,19.86,no_action_monitor,7
DiskPressure,7,16.04,77.47,0,75.24,3,5.83,clear_disk,6
PodPending,4,83.14,83.53,2,72.58,7,8.53,scale_up_replicas,2
OOMKilled,1,53.35,92.62,7,64.66,4,6.9,adjust_resource_limits,3
ContainerNotReady,6,23.93,58.77,2,90.0,2,10.02,restart_pod,0
CrashLoopBackOff,0,47.9,43.65,8,80.95,2,31.35,rollout_restart_deployment,1
HighMemory,3,59.89,87.28,1,64.68,1,8.28,fix_configuration,4
NetworkError,5,40.29,45.66,4,56.01,2,18.83,restart_pod,0
DiskPressure,7,56.87,69.73,3,63.22,1,2.73,clear_disk,6
PodPending,4,73.88,83.61,1,67.69,6,6.89,scale_up_replicas,2
HighCPU,2,88.69,49.97,1,99.0,4,8.58,restart_pod,0
UnknownFailure,9,68.27,58.0,1,64.75,3,4.75,no_action_monitor,7
NetworkError,5,19.07,31.48,2,50.69,2,15.14,restart_pod,0
OOMKilled,1,47.96,94.92,1,63.8,4,18.96,adjust_resource_limits,3
HighMemory,3,57.16,92.07,1,72.55,2,8.08,adjust_resource_limits,3
CrashLoopBackOff,0,29.3,82.17,9,56.63,2,29.05,clear_disk,6
DiskPressure,7,53.9,67.18,2,84.2,2,7.55,clear_disk,6
CrashLoopBackOff,0,53.24,48.66,14,52.06,3,28.66,rollout_restart_deployment,1
HighCPU,2,99.42,34.2,0,78.45,4,4.34,scale_up_replicas,2
UnknownFailure,9,29.19,39.78,5,99.0,2,9.62,no_action_monitor,7
HighCPU,2,94.06,30.13,3,76.18,1,7.8,drain_node,5
DiskPressure,7,70.02,58.32,0,71.94,2,4.99,clear_disk,6
ConfigError,8,2.0,27.29,10,24.31,1,61.91,rollout_restart_deployment,1
NetworkError,5,5.0,30.57,2,64.39,1,13.91,restart_pod,0
HighMemory,3,54.37,95.52,3,79.76,4,3.21,adjust_resource_limits,3
PodPending,4,92.52,84.01,1,55.85,3,4.43,scale_up_replicas,2
ContainerNotReady,6,5.0,26.41,1,49.88,1,15.09,restart_pod,0
DiskPressure,7,32.37,56.69,2,83.81,3,6.15,clear_disk,6
NetworkError,5,47.56,26.54,3,65.88,1,32.52,rollout_restart_deployment,1
UnknownFailure,9,10.38,83.71,8,45.08,4,14.35,restart_pod,0
ConfigError,8,24.13,26.9,6,70.0,2,45.49,fix_configuration,4
OOMKilled,1,17.21,96.07,4,68.3,3,19.44,adjust_resource_limits,3
UnknownFailure,9,72.05,49.16,8,73.73,5,13.15,clear_disk,6
ContainerNotReady,6,61.88,34.44,3,54.69,3,27.05,restart_pod,0
ContainerNotReady,6,21.06,45.88,4,62.46,1,19.19,restart_pod,0
NetworkError,5,70.0,58.51,1,80.32,2,24.24,restart_pod,0
HighCPU,2,88.54,58.92,2,89.67,1,5.6,scale_up_replicas,2
NetworkError,5,36.42,34.04,5,69.1,2,15.8,restart_pod,0
NetworkError,5,45.55,9.76,5,85.38,1,9.51,restart_pod,0
DiskPressure,7,28.99,61.13,2,80.4,1,8.16,scale_up_replicas,2
OOMKilled,1,55.93,94.88,8,71.91,2,27.72,rollout_restart_deployment,1
PodPending,4,100.0,80.52,1,60.86,6,7.7,adjust_resource_limits,3
CrashLoopBackOff,0,38.11,87.58,12,46.11,2,10.0,rollout_restart_deployment,1
ContainerNotReady,6,39.76,58.02,1,68.3,1,24.02,restart_pod,0
PodPending,4,91.02,82.89,0,61.13,5,10.16,scale_up_replicas,2
PodPending,4,70.0,82.91,1,18.54,3,7.85,restart_pod,0
ContainerNotReady,6,27.57,55.51,2,68.67,1,23.79,scale_up_replicas,2
HighCPU,2,91.04,70.78,2,72.22,4,2.31,no_action_monitor,7
CrashLoopBackOff,0,65.73,41.29,4,27.81,1,44.53,drain_node,5
OOMKilled,1,71.54,97.13,2,70.94,2,28.29,adjust_resource_limits,3
UnknownFailure,9,81.47,88.7,8,78.91,5,12.98,restart_pod,0
PodPending,4,81.81,71.85,2,60.04,6,10.34,scale_up_replicas,2
PodPending,4,82.2,86.91,1,43.36,6,11.47,scale_up_replicas,2
OOMKilled,1,32.36,91.83,2,67.59,4,21.63,fix_configuration,4
UnknownFailure,9,21.03,76.24,0,32.15,5,10.03,no_action_monitor,7
CrashLoopBackOff,0,11.74,5.0,11,65.5,3,28.22,rollout_restart_deployment,1
UnknownFailure,9,15.07,37.08,8,73.84,1,9.05,scale_up_replicas,2
ConfigError,8,18.01,21.02,2,31.27,1,41.07,fix_configuration,4
HighMemory,3,50.63,87.23,0,69.83,3,4.86,adjust_resource_limits,3
CrashLoopBackOff,0,27.2,28.57,14,71.49,1,42.33,rollout_restart_deployment,1
CrashLoopBackOff,0,40.0,51.33,14,49.61,1,40.67,rollout_restart_deployment,1
NetworkError,5,61.07,37.54,4,57.18,3,22.73,drain_node,5
UnknownFailure,9,53.22,37.5,2,74.42,1,19.51,no_action_monitor,7
HighMemory,3,48.21,100.0,3,64.67,4,3.44,restart_pod,0
UnknownFailure,9,55.85,100.0,0,53.75,2,3.47,no_action_monitor,7
OOMKilled,1,60.98,94.25,5,76.65,4,14.43,adjust_resource_limits,3
DiskPressure,7,32.14,85.0,2,50.0,1,7.64,no_action_monitor,7
ConfigError,8,29.33,17.54,7,68.09,3,29.43,fix_configuration,4
ConfigError,8,30.08,4.17,4,22.81,1,32.77,adjust_resource_limits,3
DiskPressure,7,33.74,55.17,2,66.74,3,0.0,scale_up_replicas,2
NetworkError,5,41.95,40.73,2,71.13,2,21.38,restart_pod,0
CrashLoopBackOff,0,59.08,48.49,3,75.19,1,22.24,scale_up_replicas,2
HighMemory,3,49.22,97.88,2,93.56,4,7.72,adjust_resource_limits,3
NetworkError,5,21.66,25.46,3,84.92,2,30.18,restart_pod,0
OOMKilled,1,48.73,100.0,6,74.59,4,6.14,fix_configuration,4
ConfigError,8,17.24,25.05,5,41.3,1,68.75,fix_configuration,4
PodPending,4,77.35,71.35,1,62.05,8,5.97,drain_node,5
CrashLoopBackOff,0,88.47,68.86,11,52.12,3,42.13,rollout_restart_deployment,1
ContainerNotReady,6,45.96,49.51,1,63.17,2,23.36,restart_pod,0
PodPending,4,70.0,92.54,2,10.0,5,6.23,scale_up_replicas,2
HighCPU,2,84.02,47.49,2,84.41,2,1.41,clear_disk,6
HighCPU,2,82.0,58.11,1,99.0,1,3.95,no_action_monitor,7
DiskPressure,7,59.39,77.57,3,56.0,2,3.09,scale_up_replicas,2
PodPending,4,74.79,75.55,0,80.0,5,8.89,scale_up_replicas,2
OOMKilled,1,65.78,94.87,6,57.89,3,20.42,clear_disk,6
DiskPressure,7,63.79,59.76,3,79.89,1,1.53,clear_disk,6
ConfigError,8,27.07,38.46,7,46.07,3,23.05,fix_configuration,4
HighMemory,3,84.53,86.28,2,83.88,1,8.86,adjust_resource_limits,3
ConfigError,8,30.8,7.0,6,41.76,3,50.77,fix_configuration,4
PodPending,4,96.51,85.67,2,78.96,5,10.16,clear_disk,6
ConfigError,8,19.26,26.94,10,62.85,3,30.55,fix_configuration,4
OOMKilled,1,68.12,93.12,1,61.58,4,23.19,adjust_resource_limits,3
UnknownFailure,9,27.92,59.43,6,55.22,5,0.0,no_action_monitor,7
HighMemory,3,67.17,91.63,4,60.9,4,3.9,adjust_resource_limits,3
HighCPU,2,82.97,65.98,1,96.1,2,7.55,fix_configuration,4
HighMemory,3,74.84,88.41,1,85.47,1,5.97,adjust_resource_limits,3
HighCPU,2,92.93,69.36,1,94.4,3,3.83,scale_up_replicas,2
OOMKilled,1,21.85,94.44,6,67.81,3,17.28,adjust_resource_limits,3
DiskPressure,7,57.49,26.28,0,68.29,1,2.07,no_action_monitor,7
HighCPU,2,98.25,51.87,0,80.9,4,6.61,restart_pod,0
DiskPressure,7,36.1,54.77,0,93.14,2,7.57,clear_disk,6
HighCPU,2,89.96,52.26,2,80.05,1,0.0,scale_up_replicas,2
HighCPU,2,97.18,80.0,2,81.45,3,2.55,clear_disk,6
DiskPressure,7,40.91,56.28,2,63.64,3,3.08,clear_disk,6
HighMemory,3,75.22,91.64,2,92.7,2,7.09,adjust_resource_limits,3
UnknownFailure,9,22.78,35.6,3,69.97,2,3.02,no_action_monitor,7
HighMemory,3,41.22,85.04,4,85.16,4,4.9,restart_pod,0
ContainerNotReady,6,52.74,26.55,5,30.0,3,18.95,no_action_monitor,7
CrashLoopBackOff,0,72.95,50.69,13,39.42,2,13.76,fix_configuration,4
PodPending,4,94.58,75.54,2,80.0,7,10.62,scale_up_replicas,2
HighCPU,2,88.15,72.51,0,77.61,1,0.66,clear_disk,6
CrashLoopBackOff,0,22.67,65.37,11,77.07,1,26.04,rollout_restart_deployment,1
ConfigError,8,2.0,9.43,9,23.99,3,30.59,fix_configuration,4
HighCPU,2,93.33,80.0,0,91.37,5,1.62,scale_up_replicas,2
DiskPressure,7,34.58,47.51,3,78.89,3,7.14,clear_disk,6
NetworkError,5,27.99,63.08,2,90.0,3,17.2,restart_pod,0
PodPending,4,81.99,79.12,1,51.25,3,6.57,scale_up_replicas,2
UnknownFailure,9,72.1,11.28,2,54.31,2,14.63,no_action_monitor,7
PodPending,4,91.96,99.56,1,24.22,5,5.39,scale_up_replicas,2
DiskPressure,7,11.0,38.35,3,57.31,2,2.96,adjust_resource_limits,3
NetworkError,5,31.57,47.04,3,60.52,1,23.76,restart_pod,0
HighCPU,2,92.57,39.5,2,71.51,2,6.75,clear_disk,6
OOMKilled,1,82.93,100.0,5,79.35,3,26.66,adjust_resource_limits,3
ContainerNotReady,6,41.92,44.53,4,66.67,1,19.15,scale_up_replicas,2
ConfigError,8,26.07,19.79,8,37.79,3,32.33,fix_configuration,4
ConfigError,8,24.75,15.41,10,40.51,2,57.51,fix_configuration,4
HighCPU,2,94.93,66.57,2,83.29,4,6.46,restart_pod,0
NetworkError,5,27.7,10.44,5,72.95,3,22.39,clear_disk,6
HighMemory,3,75.2,90.87,4,63.97,3,5.73,adjust_resource_limits,3
DiskPressure,7,58.3,62.14,3,73.53,3,0.67,restart_pod,0
HighMemory,3,44.61,93.39,1,63.35,3,5.05,adjust_resource_limits,3
HighMemory,3,60.58,96.75,0,86.14,2,8.89,adjust_resource_limits,3
NetworkError,5,39.53,27.32,1,55.8,2,12.54,restart_pod,0
DiskPressure,7,53.86,44.59,2,71.06,2,4.04,clear_disk,6
DiskPressure,7,69.62,64.86,0,67.27,3,4.3,clear_disk,6
UnknownFailure,9,91.28,65.38,3,33.03,4,4.68,adjust_resource_limits,3
OOMKilled,1,30.16,99.32,6,82.56,3,10.0,no_action_monitor,7
NetworkError,5,25.3,40.67,2,66.12,3,12.3,drain_node,5
OOMKilled,1,45.02,90.64,6,82.72,4,2.0,adjust_resource_limits,3
HighCPU,2,83.14,61.53,2,75.1,1,3.5,scale_up_replicas,2
OOMKilled,1,51.26,97.03,8,67.79,2,29.23,adjust_resource_limits,3
DiskPressure,7,44.99,72.86,3,77.79,1,8.26,clear_disk,6
ContainerNotReady,6,50.88,40.65,5,74.43,3,17.91,restart_pod,0
ContainerNotReady,6,30.94,20.45,3,52.88,3,36.49,adjust_resource_limits,3
UnknownFailure,9,19.9,33.61,7,63.13,5,11.52,drain_node,5
OOMKilled,1,57.67,93.59,3,74.45,2,24.14,adjust_resource_limits,3
CrashLoopBackOff,0,65.33,44.65,14,69.17,3,18.54,rollout_restart_deployment,1
OOMKilled,1,35.57,91.48,1,69.54,1,8.13,adjust_resource_limits,3
PodPending,4,72.83,78.91,1,15.43,7,13.31,scale_up_replicas,2
ContainerNotReady,6,26.64,54.78,4,57.62,1,10.44,restart_pod,0
NetworkError,5,52.63,41.33,4,90.0,2,16.27,restart_pod,0
UnknownFailure,9,38.88,75.12,4,85.24,5,13.23,no_action_monitor,7
CrashLoopBackOff,0,90.0,44.39,9,40.96,2,19.97,rollout_restart_deployment,1
OOMKilled,1,44.51,99.56,1,68.14,1,27.53,adjust_resource_limits,3
CrashLoopBackOff,0,48.69,71.67,8,65.81,3,33.79,clear_disk,6
DiskPressure,7,56.29,46.5,1,69.44,3,4.7,scale_up_replicas,2
HighCPU,2,100.0,31.89,2,68.77,5,4.21,scale_up_replicas,2
ContainerNotReady,6,50.46,40.77,2,47.46,3,20.63,restart_pod,0
PodPending,4,71.14,87.03,0,43.82,4,7.67,rollout_restart_deployment,1
OOMKilled,1,58.54,95.62,8,64.59,2,23.27,adjust_resource_limits,3
NetworkError,5,46.95,13.39,2,61.55,2,11.36,restart_pod,0
HighMemory,3,40.98,93.68,2,75.81,2,5.57,rollout_restart_deployment,1
ContainerNotReady,6,24.95,45.55,4,75.18,3,37.36,restart_pod,0
DiskPressure,7,42.29,33.27,1,69.96,2,5.69,clear_disk,6
HighCPU,2,88.14,32.77,2,78.99,5,3.4,scale_up_replicas,2
DiskPressure,7,28.76,58.26,1,74.21,3,5.58,clear_disk,6
OOMKilled,1,41.08,96.67,8,65.08,1,5.96,adjust_resource_limits,3
PodPending,4,80.66,69.05,1,80.0,2,8.57,scale_up_replicas,2
HighCPU,2,88.02,49.34,3,65.4,1,9.3,restart_pod,0
UnknownFailure,9,83.41,52.69,4,71.39,4,1.86,adjust_resource_limits,3
ContainerNotReady,6,17.08,14.54,5,62.58,2,28.49,fix_configuration,4
PodPending,4,81.93,84.78,2,69.58,2,1.5,scale_up_replicas,2
DiskPressure,7,72.68,72.36,1,80.14,2,5.85,clear_disk,6
HighMemory,3,74.57,92.46,3,94.28,2,4.64,adjust_resource_limits,3
CrashLoopBackOff,0,49.24,76.43,8,20.0,1,34.38,rollout_restart_deployment,1
ContainerNotReady,6,45.87,14.37,5,69.23,2,13.65,no_action_monitor,7
HighCPU,2,93.98,53.58,3,77.43,4,8.33,adjust_resource_limits,3
DiskPressure,7,38.72,59.05,0,88.14,2,2.17,clear_disk,6
ConfigError,8,20.08,20.05,2,35.92,3,82.34,fix_configuration,4
DiskPressure,7,51.85,59.7,1,80.24,3,4.86,clear_disk,6
UnknownFailure,9,4.35,100.0,7,35.71,4,25.86,no_action_monitor,7
PodPending,4,89.94,83.45,2,43.89,7,18.42,fix_configuration,4
OOMKilled,1,62.09,95.05,7,64.65,1,9.76,adjust_resource_limits,3
PodPending,4,85.4,74.56,2,63.59,3,5.42,clear_disk,6
ContainerNotReady,6,50.07,54.74,2,64.17,1,24.64,restart_pod,0
UnknownFailure,9,65.76,13.44,7,99.0,3,9.95,no_action_monitor,7
ContainerNotReady,6,45.43,50.85,3,30.0,1,14.74,restart_pod,0
UnknownFailure,9,71.01,51.56,5,78.78,1,12.74,restart_pod,0
UnknownFailure,9,80.73,52.85,6,93.48,2,4.16,adjust_resource_limits,3
CrashLoopBackOff,0,37.45,38.13,9,65.83,1,27.21,rollout_restart_deployment,1
ContainerNotReady,6,31.56,29.43,1,58.09,1,19.92,restart_pod,0
NetworkError,5,5.0,5.47,3,65.89,1,5.0,fix_configuration,4
DiskPressure,7,42.1,49.34,0,80.42,2,2.66,clear_disk,6
ConfigError,8,35.7,33.48,5,17.32,3,45.73,fix_configuration,4
NetworkError,5,57.91,29.54,2,64.21,3,31.23,no_action_monitor,7
DiskPressure,7,36.89,71.84,1,65.9,3,0.0,clear_disk,6
ContainerNotReady,6,53.43,46.58,2,72.57,2,11.26,restart_pod,0
HighCPU,2,86.93,72.26,2,86.95,5,4.65,drain_node,5
